id,mask_rle
TEST_0791_class_3,-1
TEST_0791_class_4,-1
TEST_0791_class_5,-1
TEST_0791_class_6,-1
TEST_0791_class_7,-1
TEST_0791_class_8,-1
TEST_0791_class_9,-1
TEST_0791_class_10,-1
TEST_0791_class_11,-1
TEST_0792_class_0,121 287 481 56 708 253 1081 287 1441 56 1668 253 2032 305 2350 171 2620 261 2992 305 3310 171 3580 261 3952 305 4270 171 4540 261 4891 557 5491 270 5851 557 6451 270 6807 570 7407 274 7767 570 8367 274 8727 570 9327 274 9682 596 10282 279 10642 596 11242 279 11598 883 12558 883 13505 896 14465 896 15425 896 16372 909 17332 918 18275 935 19235 935 20195 498206
TEST_0792_class_1,-1
TEST_0792_class_2,-1
TEST_0792_class_3,-1
TEST_0792_class_4,-1
TEST_0792_class_5,-1
TEST_0792_class_6,-1
TEST_0792_class_7,1 120 631 77 961 120 1591 77 1921 111 2547 73 2881 111 3507 73 3841 111 4467 73 4801 90 5448 43 5761 90 6408 43 6721 86 7377 30 7681 86 8337 30 8641 86 9297 30 9601 81 10278 4 10561 81 11238 4 11521 77 12481 77 13441 64 14401 64 15361 64 16321 51 17281 51 18250 25 19210 25 20170 25
TEST_0792_class_8,-1
TEST_0792_class_9,-1
TEST_0792_class_10,-1
TEST_0792_class_11,408 73 537 94 1368 73 1497 94 2337 13 2521 26 3297 13 3481 26 4257 13 4441 26
TEST_0793_class_0,12185 5 13145 5 14105 13 15065 13 16025 13 16981 21 17941 21 18901 26 19861 26 20821 26 21777 34 22737 34 23697 43 24657 43 25617 43 26572 56 27532 56 28488 64 29448 64 30395 86 31355 86 32315 86 33262 5 33271 94 34222 5 34231 94 35131 13 35170 124 36091 13 36130 124 37051 13 37090 124 38007 180 38967 180 39871 21 39914 218 40831 21 40874 218 41778 296 42738 296 43698 296 44555 412 45515 412 46437 458 47397 458 48357 458 49291 497 50251 497 51207 523 52167 523 53118 574 54078 574 55038 574 55994 591 56632 9 56954 591 57592 9 57905 656 58865 656 59825 656 60777 664 61737 664 62688 673 63648 673 64608 673 65555 686 66515 686 67458 703 68418 703 69365 716 70325 716 71285 716 72215 746 73175 746 74092 789 75052 789 76012 802 76938 836 77898 853 78768 943 79728 423219 502951 956 503911 956 504871 943 505835 939 506795 939 507755 939 508715 9686
TEST_0793_class_1,-1
TEST_0793_class_2,322 219 554 86 1282 219 1514 86 2264 193 2482 82 3224 193 3442 82 4184 193 4402 82 5174 163 5397 51 6134 163 6357 51 7107 145 7321 51 8067 145 8281 51 9027 145 9241 51 9991 137 10205 52 10951 137 11165 52 11915 137 12125 56 12875 137 13085 56 13835 142 14045 60 14795 142 15005 60 15755 142 15965 60 16715 146 16925 56 17675 146 17885 56 18635 146 18845 56 19595 146 19805 56 20555 146 20765 56 21520 141 21730 47 22480 141 22690 47 23440 141 23650 47 24400 141 24610 47 25360 141 25570 47 26324 133 26530 42 27284 133 27490 42 28244 133 28454 34 29204 133 29414 34 30168 129 30378 17 31128 129 31338 17 32088 129 32298 17 33052 125 33267 4 34012 125 34227 4 34972 22 34998 94 35932 22 35958 94 36892 22 36918 94 37882 90 38842 90 39807 51 40767 51 41731 34 42691 34 43651 34
TEST_0793_class_3,-1
TEST_0793_class_4,-1
TEST_0793_class_5,-1
TEST_0793_class_6,-1
TEST_0793_class_7,661 300 1621 300 2581 300 3541 300 4501 300 5461 300 6421 300 7385 296 8345 296 9305 296 10265 296 11225 296 12190 291 13150 291 14118 283 15078 283 16038 283 17002 279 17962 279 18927 274 19887 274 20847 274 21811 270 22771 270 23740 261 24700 261 25660 261 26628 253 27588 253 28552 249 29512 249 30481 240 31441 240 32401 240 33365 236 34325 236 35294 227 36254 227 37214 227 38187 214 39147 214 40132 189 41092 189 42074 167 43034 167 43994 167 44967 154 45927 154 46895 146 47855 146 48815 146 49788 133 50748 133 51730 111 52690 111 53692 69 54652 69 55612 69 56585 47 57545 47 502947 4 503907 4 504867 4 505814 21 506774 21 507734 21 508694 21
TEST_0793_class_8,-1
TEST_0793_class_9,-1
TEST_0793_class_10,-1
TEST_0793_class_11,1 321 541 13 640 21 961 321 1501 13 1600 21 1921 343 2457 25 2564 17 2881 343 3417 25 3524 17 3841 343 4377 25 4484 17 4801 373 5337 60 5448 13 5761 373 6297 60 6408 13 6721 386 7252 69 7372 13 7681 386 8212 69 8332 13 8641 386 9172 69 9292 13 9601 390 10128 77 10257 8 10561 390 11088 77 11217 8 11521 394 12052 73 12181 4 12481 394 13012 73 13141 4 13441 394 13977 68 14401 394 14937 68 15361 394 15897 68 16321 394 16861 64 17281 394 17821 64 18241 394 18781 64 19201 394 19741 64 20161 394 20701 64 21121 399 21661 69 22081 399 22621 69 23041 399 23581 69 24001 399 24541 69 24961 399 25501 69 25921 403 26457 73 26881 403 27417 73 27841 403 28377 77 28801 403 29337 77 29761 407 30297 81 30721 407 31257 81 31681 407 32217 81 32641 411 33177 85 33601 411 34137 85 34561 411 34994 4 35092 39 35144 26 35521 411 35954 4 36052 39 36104 26 36481 411 36914 4 37012 39 37064 26 37441 441 37972 35 38401 441 38932 35 39361 446 39858 13 39892 22 40321 446 40818 13 40852 22 41281 450 41765 13 42241 450 42725 13 43201 450 43685 13 44161 394 45121 394 46081 356 47041 356 48001 356 48961 330 49921 330 50881 326 51841 326 52801 317 53761 317 54721 317 55681 313 56641 313 57601 304 58561 304 59521 304 60481 296 61441 296 62401 287 63361 287 64321 287 65281 274 66241 274 67201 257 68161 257 69121 244 70081 244 71041 244 72001 214 72961 214 73921 171 74881 171 75841 171 76814 124 77774 124 78751 17 79711 17
TEST_0794_class_0,1 518400
TEST_0794_class_1,-1
TEST_0794_class_2,-1
TEST_0794_class_3,-1
TEST_0794_class_4,-1
TEST_0794_class_5,-1
TEST_0794_class_6,-1
TEST_0794_class_7,-1
TEST_0794_class_8,-1
TEST_0794_class_9,-1
TEST_0794_class_10,-1
TEST_0794_class_11,-1
TEST_0795_class_0,1 518400
TEST_0795_class_1,-1
TEST_0795_class_2,-1
TEST_0795_class_3,-1
TEST_0795_class_4,-1
TEST_0795_class_5,-1
TEST_0795_class_6,-1
TEST_0795_class_7,-1
TEST_0795_class_8,-1
TEST_0795_class_9,-1
TEST_0795_class_10,-1
TEST_0795_class_11,-1
TEST_0796_class_0,1 463 627 231 961 463 1587 231 1921 463 2542 236 2881 463 3502 236 3841 463 4462 236 4801 463 5418 240 5761 463 6378 240 6721 463 7334 244 7681 463 8294 244 8641 463 9254 244 9601 463 10214 244 10561 463 11174 244 11521 467 12130 248 12481 467 13090 248 13441 471 14045 253 14401 471 15005 253 15361 471 15965 253 16321 476 16925 257 17281 476 17885 257 18241 476 18841 266 19201 476 19801 266 20161 476 20761 266 21121 514 21712 283 22081 514 22672 283 23041 531 23607 321 24001 531 24567 321 24961 531 25527 321 25921 904 26881 904 27841 490560
TEST_0796_class_1,-1
TEST_0796_class_2,-1
TEST_0796_class_3,-1
TEST_0796_class_4,-1
TEST_0796_class_5,-1
TEST_0796_class_6,-1
TEST_0796_class_7,-1
TEST_0796_class_8,-1
TEST_0796_class_9,-1
TEST_0796_class_10,-1
TEST_0796_class_11,464 163 858 103 1424 163 1818 103 2384 158 2778 103 3344 158 3738 103 4304 158 4698 103 5264 154 5658 103 6224 154 6618 103 7184 150 7578 103 8144 150 8538 103 9104 150 9498 103 10064 150 10458 103 11024 150 11418 103 11988 142 12378 103 12948 142 13338 103 13912 133 14298 103 14872 133 15258 103 15832 133 16218 103 16797 128 17182 99 17757 128 18142 99 18717 124 19107 94 19677 124 20067 94 20637 124 21027 94 21635 77 21995 86 22595 77 22955 86 23572 35 23928 73 24532 35 24888 73 25492 35 25848 73 26825 56 27785 56
TEST_0797_class_0,1 518400
TEST_0797_class_1,-1
TEST_0797_class_2,-1
TEST_0797_class_3,-1
TEST_0797_class_4,-1
TEST_0797_class_5,-1
TEST_0797_class_6,-1
TEST_0797_class_7,-1
TEST_0797_class_8,-1
TEST_0797_class_9,-1
TEST_0797_class_10,-1
TEST_0797_class_11,-1
TEST_0798_class_0,1 506 622 30 687 85 940 4 961 506 1582 30 1647 85 1900 4 1921 514 2602 90 2855 13 2881 514 3562 90 3815 13 3841 514 4522 90 4775 13 4801 540 5482 95 5722 579 6442 95 6682 583 7381 4 7402 99 7634 591 8341 4 8362 99 8594 591 9301 4 9322 99 9554 596 10261 13 10282 103 10505 605 11221 13 11242 103 11465 609 12177 137 12412 622 13137 137 13372 639 14092 159 14315 656 15052 159 15275 656 16012 159 16235 660 16972 168 17144 711 17932 168 18104 711 18888 887 19848 887 20808 892 21764 896 22724 900 23680 904 24640 904 25600 908 26555 913 27515 917 28471 921 29431 939 30378 952 31338 952 32298 193200 225537 921 226497 900 227461 896 228421 896 229381 887 230358 870 231318 862 232291 849 233251 840 234224 827 235184 827 236144 827 237108 823 238068 823 239032 819 239992 819 240952 819 241921 810 242881 759 243652 39 243841 759 244612 39 244801 759 245572 39 245761 746 246537 30 246721 746 247497 30 247681 741 248457 30 248641 741 249417 30 249601 737 250381 17 250561 737 251341 17 251521 737 252301 17 252481 733 253261 9 253441 733 254221 9 254401 733 255361 733 256321 733 257281 729 258241 729 259201 729 260161 729 261121 724 262081 724 263041 724 264001 724 264961 724 265921 724 266881 724 267841 724 268801 720 269761 720 270721 720 271681 720 272641 720 273601 720 274561 720 275521 724 276481 724 277441 724 278401 724 279361 724 280321 729 281281 729 282241 729 283201 729 284161 729 285121 733 286081 733 287041 733 287830 12 288001 733 288790 12 288961 737 289745 22 289921 737 290705 22 290881 737 291665 22 291841 741 292617 30 292801 741 293577 30 293761 746 294532 39 294721 746 295492 39 295681 746 296452 39 296641 814 297601 814 298561 823 299521 823 300481 836 301441 836 302401 836 303361 836 304321 836 305281 840 306241 840 307201 840 308161 840 309121 840 310081 844 311041 844 312001 840 312961 840 313921 840 314881 836 315841 836 316801 831 317761 831 318721 831 319681 831 320641 831 321601 836 322561 836 323521 836 324481 836 325441 836 326401 836 327361 836 328321 840 329187 4 329281 840 330147 4 330241 840 331107 4 331201 836 332058 17 332161 836 333018 17 333121 836 333965 30 334081 836 334925 30 335041 836 335885 30 336001 836 336845 30 336961 836 337805 30 337921 831 338765 30 338881 831 339725 30 339841 874 340801 874 341761 874 342721 874 343681 874 344641 874 345601 874 346561 874 347521 874 348481 874 349441 879 350401 879 351361 879 352321 879 353281 879 354241 883 355201 883 356161 883 357121 883 358081 883 359041 887 360001 887 360961 896 361921 896 362881 921 363828 934 364788 934 365748 152653
TEST_0798_class_1,-1
TEST_0798_class_2,772 168 944 17 1732 168 1904 17 2692 163 2868 13 3652 163 3828 13 4612 163 4788 13 5577 145 6537 145 7501 133 8461 133 9421 133 10385 120 11345 120 12314 98 13274 98 14251 64 15211 64 16171 64 17140 4 18100 4 225498 39 226458 39 227397 64 228357 64 229317 64 230268 90 231228 90 232180 111 233140 111 234091 133 235051 133 236011 133 236971 137 237931 137 238891 141 239851 141 240811 141 241771 150 242731 150 243640 12 243691 150 244600 12 244651 150 245560 12 245611 150 246507 30 246567 154 247467 30 247527 154 248422 35 248487 154 249382 35 249447 154 250338 43 250398 163 251298 43 251358 163 252258 43 252318 163 253214 47 253270 171 254174 47 254230 171 255134 227 256094 227 257054 227 258010 231 258970 231 259930 231 260890 231 261845 236 262805 236 263765 236 264725 236 265685 236 266645 236 267605 236 268565 236 269521 240 270481 240 271441 240 272401 240 273361 240 274321 240 275281 240 276245 236 277205 236 278165 236 279125 236 280085 236 281050 231 282010 231 282970 231 283930 231 284890 231 285854 227 286814 227 287774 56 287842 159 288734 56 288802 159 289698 47 289767 154 290658 47 290727 154 291618 47 291687 154 292582 35 292647 154 293542 35 293607 154 294507 25 294571 150 295467 25 295531 150 296427 25 296491 150 297455 146 298415 146 299384 137 300344 137 301317 124 302277 124 303237 124 304197 124 305157 124 306121 120 307081 120 308041 120 309001 120 309961 120 310925 116 311885 116 312841 120 313801 120 314761 120 315717 124 316677 124 317632 129 318592 129 319552 129 320512 129 321472 129 322437 124 323397 124 324357 124 325317 124 326277 124 327237 124 328197 124 329161 26 329191 90 330121 26 330151 90 331081 26 331111 90 332037 21 332075 86 332997 21 333035 86 333957 8 333995 86 334917 8 334955 86 335877 8 335915 86 336837 8 336875 86 337797 8 337835 86 338752 13 338795 86 339712 13 339755 86 340715 86 341675 86 342635 86 343595 86 344555 86 345515 86 346475 86 347435 86 348395 86 349355 86 350320 81 351280 81 352240 81 353200 81 354160 81 355124 77 356084 77 357044 77 358004 77 358964 77 359928 73 360888 73 361857 64 362817 64 363802 26 364762 26 365722 26
TEST_0798_class_3,-1
TEST_0798_class_4,-1
TEST_0798_class_5,-1
TEST_0798_class_6,-1
TEST_0798_class_7,-1
TEST_0798_class_8,-1
TEST_0798_class_9,-1
TEST_0798_class_10,-1
TEST_0798_class_11,507 115 652 35 1467 115 1612 35 2435 167 3395 167 4355 167 5341 141 6301 141 7265 116 7385 17 8225 116 8345 17 9185 116 9305 17 10150 111 10274 8 11110 111 11234 8 12074 103 13034 103 14011 81 14971 81 15931 81 16895 77 17855 77 18815 73 19775 73 20735 73 21700 64 22660 64 23624 56 24584 56 25544 56 26508 47 27468 47 28432 39 29392 39 30370 8 31330 8 32290 8
TEST_0799_class_0,477 55 794 167 1437 55 1754 167 2392 65 2701 180 3352 65 3661 180 4312 65 4621 180 5268 73 5577 184 6228 73 6537 184 7188 77 7492 189 8148 77 8452 189 9108 77 9412 189 10064 86 10368 193 11024 86 11328 193 11980 90 12284 197 12940 90 13244 197 13895 99 14204 197 14855 99 15164 197 15815 99 16124 197 16758 116 17080 201 17718 116 18040 201 18674 124 18995 206 19634 124 19955 206 20594 124 20915 206 21545 150 21867 214 22505 150 22827 214 23307 30 23362 52 23431 193 23782 219 24267 30 24322 52 24391 193 24742 219 25227 30 25282 52 25351 193 25702 219 26024 26 26165 347 26658 223 26984 26 27125 347 27618 223 27888 26 27931 77 28034 403 28565 236 28848 26 28891 77 28994 403 29525 249 29787 578 30468 266 30747 578 31428 266 31707 578 32388 862 33344 866 34304 878 35195 22 35247 895 36155 22 36207 895 37115 22 37167 481234
TEST_0799_class_1,-1
TEST_0799_class_2,-1
TEST_0799_class_3,-1
TEST_0799_class_4,-1
TEST_0799_class_5,-1
TEST_0799_class_6,-1
TEST_0799_class_7,1 116 785 9 961 116 1745 9 1921 116 2881 116 3841 116 4801 116 5761 116 6721 116 7488 4 7681 116 8448 4 8641 116 9408 4 9601 116 10360 8 10561 116 11320 8 11521 116 12481 116 13441 116 14401 116 15361 116 16321 111 17281 111 18241 111 19201 111 20161 111 21121 116 22081 116 23041 116 24001 116 24961 116 25921 103 26881 103 27841 47 27914 17 28801 47 28874 17 29774 13 30734 13 31694 13
TEST_0799_class_8,-1
TEST_0799_class_9,-1
TEST_0799_class_10,-1
TEST_0799_class_11,117 360 532 253 1077 360 1492 253 2037 355 2457 244 2997 355 3417 244 3957 355 4377 244 4917 351 5341 236 5877 351 6301 236 6837 351 7265 223 7797 351 8225 223 8757 351 9185 223 9717 347 10150 210 10677 347 11110 210 11637 343 12070 214 12597 343 13030 214 13557 338 13994 210 14517 338 14954 210 15477 338 15914 210 16432 326 16874 206 17392 326 17834 206 18352 322 18798 197 19312 322 19758 197 20272 322 20718 197 21237 308 21695 172 22197 308 22655 172 23157 150 23337 25 23414 17 23624 158 24117 150 24297 25 24374 17 24584 158 25077 150 25257 25 25334 17 25544 158 26050 115 26512 146 27010 115 27472 146 28008 26 28437 128 28968 26 29397 128 30365 103 31325 103 32285 103 33250 94 34210 94 35182 13 35217 30 36142 13 36177 30 37102 13 37137 30
TEST_0800_class_0,1 111 142 930 1102 935 2062 935 3022 935 3982 935 4934 943 5894 947 6850 810 7681 120 7810 810 8641 120 8770 810 9601 939 10561 939 11521 939 12481 939 13441 939 14401 939 15361 939 16321 939 17281 939 18241 939 19201 939 20161 939 21121 951 22081 951 23041 495360
TEST_0800_class_1,-1
TEST_0800_class_2,112 30 1072 30 2037 25 2997 25 3957 25 4917 17 5877 17 6841 9 7660 21 7801 9 8620 21 8761 9 9580 21 10540 21 11500 21 12460 21 13420 21 14380 21 15340 21 16300 21 17260 21 18220 21 19180 21 20140 21 21100 21 22072 9 23032 9
TEST_0800_class_3,-1
TEST_0800_class_4,-1
TEST_0800_class_5,-1
TEST_0800_class_6,-1
TEST_0800_class_7,-1
TEST_0800_class_8,-1
TEST_0800_class_9,-1
TEST_0800_class_10,-1
TEST_0800_class_11,-1
TEST_0801_class_0,27 17 78 150 477 223 987 17 1038 150 1437 223 1921 43 1994 154 2397 223 2881 43 2954 154 3357 223 3841 43 3914 154 4317 223 4801 51 4870 162 5281 219 5761 51 5830 162 6241 219 6721 236 7201 214 7681 236 8161 214 8641 236 9121 214 9601 236 10081 214 10561 236 11041 214 11521 236 12001 219 12481 236 12961 219 13441 236 13921 219 14401 236 14881 219 15361 236 15841 219 16321 236 16801 219 17281 236 17761 219 18241 236 18721 223 19201 236 19681 223 20161 236 20641 223 21121 240 21592 240 22081 240 22552 240 23041 244 23504 270 24001 244 24464 270 24961 244 25424 270 25921 244 26380 282 26881 244 27340 282 27841 249 28300 295 28801 249 29260 295 29761 253 30215 313 30721 253 31175 313 31681 253 32135 313 32641 261 33091 330 33601 261 34051 330 34561 270 35007 343 35521 270 35967 343 36481 270 36927 343 37441 283 37878 360 38251 17 38401 283 38838 360 39211 17 39361 291 39772 425 40321 291 40732 425 41281 326 41671 450 42241 326 42631 450 43201 326 43591 450 44161 840 45121 840 46081 844 47041 844 48001 844 48961 849 49921 849 50881 849 51841 849 52801 853 53761 853 54721 853 55681 874 56641 874 57601 883 58561 883 59521 883 60481 896 61441 896 62401 913 63348 926 64308 926 65268 453133
TEST_0801_class_1,-1
TEST_0801_class_2,1 26 961 26
TEST_0801_class_3,-1
TEST_0801_class_4,-1
TEST_0801_class_5,-1
TEST_0801_class_6,-1
TEST_0801_class_7,44 34 1004 34 1964 30 2924 30 3884 30 4852 18 5812 18
TEST_0801_class_8,-1
TEST_0801_class_9,-1
TEST_0801_class_10,-1
TEST_0801_class_11,228 249 700 261 1188 249 1660 261 2148 249 2620 261 3108 249 3580 261 4068 249 4540 261 5032 249 5500 261 5992 249 6460 261 6957 244 7415 266 7917 244 8375 266 8877 244 9335 266 9837 244 10295 266 10797 244 11255 266 11757 244 12220 261 12717 244 13180 261 13677 244 14140 261 14637 244 15100 261 15597 244 16060 261 16557 244 17020 261 17517 244 17980 261 18477 244 18944 257 19437 244 19904 257 20397 244 20864 257 21361 231 21832 249 22321 231 22792 249 23285 219 23774 227 24245 219 24734 227 25205 219 25694 227 26165 215 26662 219 27125 215 27622 219 28090 210 28595 206 29050 210 29555 206 30014 201 30528 193 30974 201 31488 193 31934 201 32448 193 32902 189 33421 180 33862 189 34381 180 34831 176 35350 171 35791 176 36310 171 36751 176 37270 171 37724 154 38238 13 38268 133 38684 154 39198 13 39228 133 39652 120 40197 124 40612 120 41157 124 41607 64 42121 120 42567 64 43081 120 43527 64 44041 120 45001 120 45961 120 46925 116 47885 116 48845 116 49810 111 50770 111 51730 111 52690 111 53654 107 54614 107 55574 107 56555 86 57515 86 58484 77 59444 77 60404 77 61377 64 62337 64 63314 34 64274 34 65234 34
TEST_0802_class_0,275 677 1235 677 2195 682 3155 682 4115 682 5071 686 6031 686 6991 690 7951 690 8911 690 9871 690 10831 690 11791 690 12751 690 13711 690 14671 690 15631 690 16587 694 17547 694 18507 694 19467 694 20427 694 21387 694 22347 694 23307 694 24267 694 25227 694 26187 694 27147 694 28102 699 29062 699 30022 699 30982 699 31942 699 32898 703 33858 703 34818 703 35778 703 36738 703 37698 703 38658 703 39614 707 40574 707 41530 711 42490 711 43450 711 44410 711 45370 711 46317 724 47277 724 48237 724 49180 741 50140 741 50932 60 51087 754 51892 60 52047 883 52994 896 53954 896 54914 900 55844 930 56804 461597
TEST_0802_class_1,-1
TEST_0802_class_2,-1
TEST_0802_class_3,-1
TEST_0802_class_4,-1
TEST_0802_class_5,-1
TEST_0802_class_6,-1
TEST_0802_class_7,-1
TEST_0802_class_8,-1
TEST_0802_class_9,-1
TEST_0802_class_10,-1
TEST_0802_class_11,1 274 952 283 1912 283 2877 278 3837 278 4797 274 5757 274 6717 274 7681 270 8641 270 9601 270 10561 270 11521 270 12481 270 13441 270 14401 270 15361 270 16321 266 17281 266 18241 266 19201 266 20161 266 21121 266 22081 266 23041 266 24001 266 24961 266 25921 266 26881 266 27841 261 28801 261 29761 261 30721 261 31681 261 32641 257 33601 257 34561 257 35521 257 36481 257 37441 257 38401 257 39361 253 40321 253 41281 249 42241 249 43201 249 44161 249 45121 249 46081 236 47041 236 48001 236 48961 219 49921 219 50881 51 50992 95 51841 51 51952 95 52930 64 53890 64 54850 64 55814 30 56774 30
TEST_0803_class_0,1 518400
TEST_0803_class_1,-1
TEST_0803_class_2,-1
TEST_0803_class_3,-1
TEST_0803_class_4,-1
TEST_0803_class_5,-1
TEST_0803_class_6,-1
TEST_0803_class_7,-1
TEST_0803_class_8,-1
TEST_0803_class_9,-1
TEST_0803_class_10,-1
TEST_0803_class_11,-1
TEST_0804_class_0,117048 60 118008 60 118968 64 119928 64 120884 77 121844 77 122804 77 123438 13 123460 47 123515 13 123760 81 124398 13 124420 47 124475 13 124720 81 124835 5 125350 115 125675 86 125795 5 126310 115 126635 86 126755 5 127270 115 127595 86 127707 21 128178 30 128225 125 128551 90 128667 21 129138 30 129185 125 129511 90 129622 30 130064 214 130450 111 130582 30 131024 214 131410 111 131525 52 131945 262 132352 129 132485 52 132905 262 133312 129 133445 52 133865 262 134272 198 134800 304 135211 219 135760 304 136171 236 136664 398 137114 253 137624 398 138074 253 138584 398 139034 291 139484 801 140444 831 141378 857 142338 870 143281 887 144241 887 145201 373200
TEST_0804_class_1,-1
TEST_0804_class_2,-1
TEST_0804_class_3,-1
TEST_0804_class_4,-1
TEST_0804_class_5,-1
TEST_0804_class_6,-1
TEST_0804_class_7,-1
TEST_0804_class_8,-1
TEST_0804_class_9,-1
TEST_0804_class_10,-1
TEST_0804_class_11,1 117047 117108 900 118068 900 119032 896 119992 892 120961 883 121921 883 122881 557 123451 9 123507 8 123528 232 123841 557 124411 9 124467 8 124488 232 124801 34 124840 510 125465 210 125761 34 125800 510 126425 210 126721 34 126760 510 127385 210 127681 26 127728 450 128208 17 128350 201 128641 26 128688 450 129168 17 129310 201 129601 21 129652 412 130278 172 130561 21 130612 412 131238 172 131521 4 131577 368 132207 145 132481 4 132537 368 133167 145 133441 4 133497 368 134127 145 134470 330 135104 107 135430 330 136064 107 136407 257 137062 52 137367 257 138022 52 138327 257 138982 52 139325 159 140285 159 141275 103 142235 103 143208 73 144168 73 145128 73
TEST_0805_class_0,100017 8 100977 8 101928 34 102888 34 103844 56 104804 56 105764 56 106720 77 107680 77 108635 99 109595 99 110555 99 111515 112 112475 112 113435 245 113684 81 113847 60 114395 245 114644 81 114807 60 115355 245 115604 81 115767 60 116320 372 116705 90 117280 372 117665 90 118248 476 119208 476 120172 493 121132 493 122092 493 123057 497 124017 497 124981 506 125941 506 126901 506 127861 519 128821 519 129665 17 129712 18 129781 527 130625 17 130672 18 130741 527 131530 124 131701 531 132408 52 132490 124 132661 531 133368 52 133450 124 133621 531 134328 52 134401 137 134581 544 135275 223 135541 544 136235 227 136501 557 137182 240 137461 557 138142 240 138421 557 139102 258 139377 570 139951 369 140337 570 140911 377490
TEST_0805_class_1,-1
TEST_0805_class_2,-1
TEST_0805_class_3,-1
TEST_0805_class_4,-1
TEST_0805_class_5,-1
TEST_0805_class_6,-1
TEST_0805_class_7,-1
TEST_0805_class_8,-1
TEST_0805_class_9,-1
TEST_0805_class_10,-1
TEST_0805_class_11,1 100016 100025 952 100985 943 101962 926 102922 922 103900 904 104860 904 105820 900 106797 883 107757 878 108734 861 109694 861 110654 861 111627 848 112587 848 113680 4 113765 82 113907 488 114640 4 114725 82 114867 488 115600 4 115685 82 115827 493 116692 13 116795 485 117652 13 117755 493 118724 484 119684 488 120665 467 121625 467 122585 472 123554 463 124514 467 125487 454 126447 454 127407 454 128380 441 129340 325 129682 30 129730 51 130308 317 130642 30 130690 51 131268 262 131654 47 132232 176 132460 30 132614 47 133192 176 133420 30 133574 47 134152 176 134380 21 134538 43 135125 150 135498 43 136085 150 136462 39 137058 124 137422 39 138018 124 138382 39 138978 124 139360 17 139947 4 140320 17 140907 4
TEST_0806_class_0,502 215 867 94 1462 215 1827 94 2470 145 2787 94 3430 145 3747 94 4390 145 4707 94 5397 81 5667 94 6357 81 6627 94 7334 56 7574 13 7591 56 7672 9 8294 56 8534 13 8551 56 8632 9 9254 56 9494 13 9511 56 9592 9 10222 39 10450 17 10475 39 11182 39 11410 17 11435 39 12160 8 12374 8 13120 8 13334 8 28745 5 29705 5 46788 34 47748 34 48708 34 49655 82 50615 82 51571 99 52531 99 53500 150 53667 8 53731 21 54460 150 54627 8 54691 21 55420 150 55587 8 55651 21 56384 150 56538 22 56602 30 57344 150 57498 22 57562 30 58308 176 58514 43 59268 176 59474 43 60228 176 60434 43 61188 249 62148 249 63117 240 64077 240 65037 240 66001 236 66961 236 67930 231 68890 231 69858 223 70818 223 71778 223 72751 210 73711 210 74701 120 74834 47 75661 120 75794 47 76621 120 76754 47 77607 94 77718 43 78567 94 78678 43 79531 150 80491 150 81455 146 82415 146 83375 146 84335 146 85295 146 86255 146 87215 146 88175 146 89131 150 90091 150 91047 154 92007 154 92941 176 93901 176 94861 176 95817 171 96777 171 97732 180 98692 180 99652 180 100604 188 101564 188 102520 197 103480 197 104431 206 105391 206 106351 206 107221 4 107264 253 108181 4 108224 253 109137 300 110097 300 111057 300 111982 13 112012 309 112942 13 112972 309 113894 30 113928 313 114854 30 114888 313 115814 30 115848 313 116765 232 117005 112 117725 232 117965 112 118672 240 118938 99 119632 240 119898 99 120584 244 120858 99 121544 244 121818 99 122504 244 122778 99 123460 248 123738 99 124420 248 124698 99 124887 4 125375 257 125658 99 125847 4 126335 257 126618 99 126807 4 127295 257 127578 99 127750 25 128251 274 128534 103 128710 25 129211 274 129494 103 129665 35 130167 394 130625 35 131127 394 131581 51 132082 399 132541 51 133042 399 133501 51 134002 399 134431 99 134958 403 135391 99 135918 403 136338 124 136870 411 137298 124 137830 411 138258 124 138790 411 139205 150 139737 424 140165 150 140697 595 141327 21 141652 600 142287 21 142612 673 143564 681 144524 681 145484 690 146435 699 147395 707 148347 715 149307 715 150267 724 151128 823 152088 853 153022 879 153982 879 154942 363459
TEST_0806_class_1,-1
TEST_0806_class_2,717 150 1677 150 2615 172 3575 172 4535 172 5478 189 6438 189 7390 184 7587 4 7647 25 8350 184 8547 4 8607 25 9310 184 9507 4 9567 25 10188 9 10261 189 10467 8 10514 47 11148 9 11221 189 11427 8 11474 47 12168 206 12382 99 13128 206 13342 99 14088 313 15048 313 16008 313 16925 17 16968 313 17885 17 17928 313 18841 30 18888 313 19801 30 19848 313 20761 30 20808 313 21721 360 22681 360 23641 360 24601 360 25561 360 26517 364 27477 364 28437 308 28750 51 29397 308 29710 51 30357 364 31317 364 32277 364 33241 360 34201 360 35161 360 36121 360 37081 360 38041 360 39001 360 39965 356 40925 356 41894 347 42854 347 43814 347 44787 34 44825 296 45747 34 45785 296 46711 21 46758 30 46822 219 47671 21 47718 30 47782 219 48631 21 48678 30 48742 219 49604 4 49647 8 49737 128 49870 51 50564 4 50607 8 50697 128 50830 51 51670 111 51794 38 52630 111 52754 38 53650 17 53675 26 53722 9 54610 17 54635 26 54682 9 55570 17 55595 26 55642 9 56534 4 56560 12 57494 4 57520 12 58484 4 59444 4 60404 4
TEST_0806_class_3,-1
TEST_0806_class_4,-1
TEST_0806_class_5,-1
TEST_0806_class_6,-1
